close_code,breached_reason_code,contact_type,self_service,reopened,has_knowledge_article,reassignment_count,appl_tier,caller_vip,kcs_solution,days_to_resolve,user_dissatisfied,sla_breached,caller_is_employee,priority_is_4,company,group,application
Data Correction,,self-service,1,0,1,0.0,Silver,0,KB000010105880,6,0,1,1,0,C49381,G32825,A51838
No Resolution Action,,chat,1,0,0,1.0,Silver,0,,7,0,0,1,1,C49381,G32825,A51838
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,4,0,0,1,0,C49381,G32825,A51838
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,5,0,1,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,6,0,1,1,0,C49381,G32825,A51838
Data Correction,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,4,0,1,1,0,C49381,G32825,A51838
No Resolution Action,,self-service,1,1,0,0.0,Silver,0,,6,1,1,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C49381,G32825,A51838
Data Correction,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C49381,G32825,A51838
Data Correction,,chat,1,0,0,0.0,Silver,0,,3,0,0,1,1,C49381,G32825,A51838
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,0,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C49381,G32825,A51838
Information Provided / Training,,chat,1,0,0,2.0,Silver,0,,1,0,0,0,0,C49381,G32825,A75206
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,4,0,0,1,0,C49381,G32825,A75206
Data Correction,,self-service,1,0,1,1.0,Silver,0,KB000010122631,12,0,1,1,1,C71708,G40673,A75206
Information Provided / Training,,self-service,1,0,0,0.0,,0,,0,0,0,1,0,C49381,G32825,A37176
Information Provided / Training,,self-service,1,0,0,0.0,,0,,2,0,0,0,0,C49381,G32825,A37176
Information Provided / Training,,self-service,1,0,0,0.0,Bronze,0,,3,0,0,0,0,C49381,G32825,A29814
Information Provided / Training,,chat,1,0,0,0.0,Bronze,0,,1,0,0,1,1,C49381,G32825,A29814
Information Provided / Training,,chat,1,0,0,0.0,Bronze,0,,1,0,0,0,1,C49381,G32825,A29814
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,0,0,0,1,0,C49381,G32825,A19145
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,5,0,0,1,0,C49381,G32825,A19145
Security Modification,,chat,1,0,0,1.0,Silver,0,,0,0,0,1,1,C49381,G32825,A19145
Information Provided / Training,,self-service,1,0,0,0.0,,0,,0,0,0,1,0,C49381,G32825,A21541
Information Provided / Training,,phone,0,0,0,0.0,Bronze,0,,0,0,0,1,1,C49381,G32825,A73469
No Resolution Action,,self-service,1,0,0,0.0,Bronze,0,,1,0,0,0,0,C49381,G32825,A73469
Data Correction,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C49381,G32825,A44249
No Resolution Action,,self-service,1,0,0,0.0,,0,,1,0,0,0,0,C49381,G32825,A75809
Data Correction,,self-service,1,0,1,0.0,,0,KB000010071872,0,0,0,0,0,C49381,G32825,A75809
Data Correction,,self-service,1,0,0,0.0,Bronze,0,,2,0,0,0,0,C49381,G32825,A21934
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,4,0,0,1,1,C49381,G91361,A93773
Information Provided / Training,,self-service,1,0,0,2.0,Gold,0,,1,0,0,1,1,C49381,G91361,A93773
No Resolution Action,Received late or Breached,phone,0,1,1,1.0,Gold,0,,9,1,0,0,1,C71708,G95717,A93773
No Resolution Action,,phone,0,1,1,1.0,Gold,0,KB000010091957,4,1,1,1,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,0,1.0,Gold,0,,15,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010092473,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,4,0,0,0,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,0,0,4.0,Gold,0,,7,1,1,0,1,C71708,G95717,A93773
Capacity Adjustment,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010099503,1,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010102531,1,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099790,6,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,3,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,6,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,0,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,3,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,1,C71708,G95717,A93773
Reboot / Restart,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,0.0,Gold,0,,3,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,3,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,3,0,0,1,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010049551,1,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,1,0,1.0,Gold,0,,7,1,1,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,6,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,phone,0,0,1,1.0,Gold,0,KB000010103128,5,1,1,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,3.0,Gold,0,KB000010089373,7,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099503,3,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,3,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,1,0,0.0,Gold,0,,5,1,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,1,1,0.0,Gold,0,KB000010099788,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,7,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,1.0,Gold,0,,0,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010099788,5,0,0,0,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,1,0,0.0,Gold,0,,8,1,1,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,1,0,0.0,Gold,0,,7,1,1,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010091957,1,0,0,1,0,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010098739,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,7,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,1,5.0,Gold,0,KB000010091485,2,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010097100,1,0,0,0,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,1,0,2.0,Gold,0,,8,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010102531,0,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010099502,0,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,2.0,Gold,0,,0,1,0,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,1,0,0,0,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,0,0,2.0,Gold,0,,15,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099503,0,0,0,0,1,C71708,G95717,A93773
Security Modification,,chat,1,0,1,1.0,Gold,0,KB000010100596,6,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,3rd Party or External Event,chat,1,1,0,1.0,Gold,0,,8,1,1,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010092488,4,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010104215,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,1,0.0,Gold,0,KB000010065765,8,0,1,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
Software Correction,,chat,1,0,0,1.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
Reboot / Restart,,self-service,1,0,1,0.0,Gold,0,KB000010049551,1,0,0,1,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010092473,3,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,2.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
Data Correction,,chat,1,0,0,0.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,4.0,Gold,0,,6,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,2.0,Gold,0,KB000010104215,1,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,1,1,1.0,Gold,0,KB000010092488,4,1,1,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,4,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,6,1,0,1,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,2.0,Gold,0,KB000010102034,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,0,0.0,Gold,0,,9,1,1,0,1,C71708,G95717,A93773
Data Correction,,chat,1,0,1,0.0,Gold,0,KB000010092473,2,0,0,0,1,C71708,G95717,A93773
Data Correction,,chat,1,0,1,0.0,Gold,0,KB000010092473,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,1.0,Gold,0,,7,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,phone,0,0,1,5.0,Gold,0,KB000010100282,15,1,1,0,0,C71708,G95717,A93773
Data Correction,,chat,1,0,1,0.0,Gold,0,KB000010108608,6,0,0,0,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010092473,3,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099503,5,0,0,0,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,phone,0,1,0,0.0,Gold,0,,15,1,1,0,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,1,0,1.0,Gold,0,,3,1,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,6,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,KB000010091957,1,0,0,1,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,0,0,3.0,Gold,0,,10,0,1,1,1,C71708,G95717,A93773
Data Correction,,phone,0,0,1,0.0,Gold,0,KB000010036239,5,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,1.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,0.0,Gold,0,,5,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,2.0,Gold,0,KB000010091957,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,2,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,1.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010102531,2,0,0,1,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,1,0,0.0,Gold,0,,4,1,1,1,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010091485,3,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,6,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,2,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,0,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,0,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,3.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,1.0,Gold,0,,6,1,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,1,0,0.0,Gold,0,,5,1,1,1,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010101789,3,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,1,1,0.0,Gold,0,KB000010100304,3,1,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,3,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,3,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,1,0,2.0,Gold,0,,2,1,1,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010106055,6,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,2.0,Gold,0,,7,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099503,4,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,3,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,1,0,0.0,Gold,0,,5,0,1,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,4,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010104215,3,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,6,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,1.0,Gold,0,,6,0,0,0,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,self-service,1,0,0,0.0,Gold,0,,9,0,1,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,1.0,Gold,0,,1,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,1.0,Gold,0,KB000010099354,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010099503,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010100535,7,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010099503,1,0,0,0,0,C71708,G95717,A93773
No Resolution Action,Received Breached,self-service,1,1,0,1.0,Gold,0,,10,0,1,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,2,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010091957,5,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,0,0,0,1,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,0,2.0,Gold,0,,4,0,0,1,0,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,0.0,Gold,0,KB000010103820,0,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010102531,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010091485,2,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,1,0,1.0,Gold,0,,3,1,0,1,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,3,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Customer Delay,self-service,1,0,0,0.0,Gold,0,,7,0,1,1,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,1.0,Gold,0,,2,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,1.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,1,2.0,Gold,0,KB000010102637,9,1,1,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,0.0,Gold,0,,7,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,2.0,Gold,0,,7,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,1.0,Gold,0,KB000010091485,0,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010100292,3,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,0.0,Gold,0,,7,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,Received late or Breached,self-service,1,0,1,4.0,Gold,0,KB000010098741,15,0,1,1,0,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,0,1.0,Gold,0,,7,1,0,0,0,C71708,G95717,A93773
No Resolution Action,Customer Delay,chat,1,1,0,0.0,Gold,0,,8,1,0,1,1,C71708,G95717,A93773
No Resolution Action,Received late or Breached,chat,1,1,0,5.0,Gold,0,,15,1,1,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,2,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,1,0,1.0,Gold,0,,6,1,1,0,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,0,0.0,Gold,0,,5,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,phone,0,0,1,0.0,Gold,0,KB000010099503,0,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,2.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,0.0,Gold,0,,0,0,0,0,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,4,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010099938,4,0,0,0,1,C71708,G95717,A93773
Data Correction,,self-service,1,0,1,2.0,Gold,0,KB000010102034,3,0,0,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,2.0,Gold,0,KB000010056869,3,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010103820,3,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,0,2.0,Gold,0,,2,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010101789,1,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,phone,0,0,0,1.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099503,4,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,1,1,2.0,Gold,0,KB000010096469,6,1,0,1,1,C71708,G95717,A93773
Information Provided / Training,,self-service,1,0,1,1.0,Gold,0,KB000010099502,1,0,0,1,0,C71708,G95717,A93773
Security Modification,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,0,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010099503,6,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010091485,1,0,0,1,0,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010091485,2,0,0,0,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,1,2.0,Gold,0,KB000010029232,2,0,0,0,1,C71708,G95717,A93773
No Resolution Action,Customer Delay,chat,1,0,0,0.0,Gold,0,,3,0,1,1,0,C71708,G95717,A93773
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,7,1,0,1,1,C71708,G95717,A93773
No Resolution Action,Customer Delay,chat,1,1,0,0.0,Gold,0,,7,1,1,1,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010092473,1,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,chat,1,0,0,3.0,Gold,0,,6,1,0,0,1,C71708,G95717,A93773
Data Correction,,chat,1,0,0,1.0,Gold,0,,5,0,0,1,1,C71708,G95717,A93773
Information Provided / Training,,phone,0,0,1,3.0,Gold,0,KB000010091485,5,0,0,1,1,C71708,G95717,A93773
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,2,0,0,1,1,C71708,G95717,A58056
No Resolution Action,Received late or Breached,chat,1,0,0,4.0,Gold,0,,13,1,1,1,1,C71708,G95717,A58056
No Resolution Action,Change Implementation,self-service,1,0,0,0.0,Gold,0,,15,0,1,1,1,C71708,G95717,A58056
No Resolution Action,Customer Delay,chat,1,1,1,1.0,Gold,0,KB000010036682,7,1,0,0,1,C71708,G95717,A58056
No Resolution Action,,phone,0,0,0,0.0,Gold,0,,3,0,0,0,1,C71708,G95717,A58056
No Resolution Action,Received late or Breached,self-service,1,0,0,0.0,Gold,0,,9,0,1,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,6,1,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,1,1.0,Gold,0,KB000010036682,2,0,0,0,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,0,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,1.0,Gold,0,,5,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,6,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,6,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,3,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A58056
Information Provided / Training,,chat,1,0,1,0.0,Gold,0,KB000010094543,0,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,5,0,0,1,1,C71708,G95717,A58056
No Resolution Action,,chat,1,0,0,2.0,Gold,0,,3,0,0,1,1,C71708,G95717,A58056
No Resolution Action,Received late or Breached,phone,0,0,0,2.0,Gold,0,,9,0,0,0,1,C71708,G95717,A58056
